date,title,url,year,language,stock_code,company_name
2024-06-14,NOTICE OF THE 109th ORDINARY GENERAL SHAREHOLDERS’ MEETING,https://www2.jpx.co.jp/disc/13320/140120240613528458.pdf,2024,English,13320,ニッスイ
2024-05-31,第109期定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/13320/140120240530514870.pdf,2024,Japanese,13320,ニッスイ
2024-05-31,第109期定時株主総会その他の電子提供措置事項（交付書面省略事項）,https://www2.jpx.co.jp/disc/13320/140120240530514871.pdf,2024,Japanese,13320,ニッスイ
2023-06-20,NOTICE OF THE 108th ORDINARY GENERAL SHAREHOLDERS’ MEETING,https://www2.jpx.co.jp/disc/13320/140120230619505914.pdf,2023,English,13320,ニッスイ
2023-05-31,第108期定時株主総会その他の電子提供措置事項（交付書面省略事項）,https://www2.jpx.co.jp/disc/13320/140120230530588451.pdf,2023,Japanese,13320,ニッスイ
2023-05-31,第108期定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/13320/140120230530588450.pdf,2023,Japanese,13320,ニッスイ
2022-06-14,NOTICE OF THE 107th ORDINARY GENERAL SHAREHOLDERS’ MEETING,https://www2.jpx.co.jp/disc/13320/140120220613578323.pdf,2022,English,13320,ニッスイ
2022-06-14,「第107期定時株主総会招集ご通知」の一部修正について,https://www2.jpx.co.jp/disc/13320/140120220613578322.pdf,2022,Japanese,13320,ニッスイ
2022-05-31,第107期定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/13320/140120220530563453.pdf,2022,Japanese,13320,ニッスイ
2022-05-31,第107期定時株主総会招集ご通知に際してのインターネット開示事項,https://www2.jpx.co.jp/disc/13320/140120220530563454.pdf,2022,Japanese,13320,ニッスイ
2021-06-17,「第106期定時株主総会招集ご通知」の一部修正について,https://www2.jpx.co.jp/disc/13320/140120210616450010.pdf,2021,Japanese,13320,ニッスイ
2021-06-17,(Updated)Partial amendment of “NOTICE OF THE 106th ORDINARY GENERAL SHAREHOLDERS’ MEETING”,https://www2.jpx.co.jp/disc/13320/140120210616450011.pdf,2021,English,13320,ニッスイ
2021-05-31,Notice of the 106th Ordinary General Shareholders' Meeting,https://www2.jpx.co.jp/disc/13320/140120210528433422.pdf,2021,English,13320,ニッスイ
2021-05-31,第106期定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/13320/140120210528433400.pdf,2021,Japanese,13320,ニッスイ
2021-05-31,第106期定時株主総会招集ご通知に際してのインターネット開示事項,https://www2.jpx.co.jp/disc/13320/140120210528433421.pdf,2021,Japanese,13320,ニッスイ
2020-06-20,「第105期定時株主総会招集ご通知」の一部修正について（再修正）,https://www2.jpx.co.jp/disc/13320/140120200618446772.pdf,2020,Japanese,13320,ニッスイ
2020-06-16,「第105期定時株主総会招集ご通知」の一部修正について,https://www2.jpx.co.jp/disc/13320/140120200615444353.pdf,2020,Japanese,13320,ニッスイ
2020-06-09,「第105期定時株主総会招集ご通知に際してのインターネット開示事項」の一部修正について,https://www2.jpx.co.jp/disc/13320/140120200608438700.pdf,2020,Japanese,13320,ニッスイ
2020-05-29,2020年定時株主総会招集通知,https://www2.jpx.co.jp/disc/13320/140120200528428178.pdf,2020,Japanese,13320,ニッスイ
2020-05-29,第105期定時株主総会招集ご通知に際してのインターネット開示事項,https://www2.jpx.co.jp/disc/13320/140120200528428179.pdf,2020,Japanese,13320,ニッスイ
2025-05-27,Notice of the 81st Ordinary General Meeting of Shareholders,https://www2.jpx.co.jp/disc/13330/140120250526565805.pdf,2025,English,13330,マルハニチロ
2025-05-27,The 81st Ordinary General Meeting of Shareholders Other Matters Subject to Measures for Electronic Provision,https://www2.jpx.co.jp/disc/13330/140120250526565806.pdf,2025,Japanese,13330,マルハニチロ
2025-05-27,第81期定時株主総会その他の電子提供措置事項（交付書面省略事項）,https://www2.jpx.co.jp/disc/13330/140120250526565804.pdf,2025,Japanese,13330,マルハニチロ
2025-05-27,第81期定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/13330/140120250526565803.pdf,2025,Japanese,13330,マルハニチロ
2024-06-19,Additional revisions to “Notice of the 80th Ordinary General Meeting of Shareholders” and others.,https://www2.jpx.co.jp/disc/13330/140120240618531417.pdf,2024,English,13330,マルハニチロ
2024-06-19,Notice of the 80th Ordinary General Meeting of Shareholders（After correction）,https://www2.jpx.co.jp/disc/13330/140120240618531415.pdf,2024,English,13330,マルハニチロ
2024-06-19,The 80th Ordinary General Meeting of Shareholders Other Matters Subject to Measures for Electronic Provision（After correction）,https://www2.jpx.co.jp/disc/13330/140120240618531416.pdf,2024,Japanese,13330,マルハニチロ
2024-06-19,「第80期定時株主総会招集ご通知」の再修正および「第80期定時株主総会その他の電子提供措置事項（交付書面省略事項）」の一部修正について,https://www2.jpx.co.jp/disc/13330/140120240618531414.pdf,2024,Japanese,13330,マルハニチロ
2024-06-19,第80期定時株主総会その他の電子提供措置事項（交付書面省略事項）（修正後）,https://www2.jpx.co.jp/disc/13330/140120240618531413.pdf,2024,Japanese,13330,マルハニチロ
2024-06-19,第80期定時株主総会招集ご通知（修正後）,https://www2.jpx.co.jp/disc/13330/140120240618531412.pdf,2024,Japanese,13330,マルハニチロ
2024-06-04,Notice of the 80th Ordinary General Meeting of Shareholders（After correction）,https://www2.jpx.co.jp/disc/13330/140120240603519395.pdf,2024,English,13330,マルハニチロ
2024-06-04,Partial Corrections to “Notice of the 80th Ordinary General Meeting of Shareholders”,https://www2.jpx.co.jp/disc/13330/140120240603519396.pdf,2024,English,13330,マルハニチロ
2024-06-04,「第80期定時株主総会招集ご通知」の一部修正について,https://www2.jpx.co.jp/disc/13330/140120240603519394.pdf,2024,Japanese,13330,マルハニチロ
2024-06-04,第80期定時株主総会招集ご通知（修正後）,https://www2.jpx.co.jp/disc/13330/140120240603519393.pdf,2024,Japanese,13330,マルハニチロ
2024-05-28,第80期定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/13330/140120240527508906.pdf,2024,Japanese,13330,マルハニチロ
2024-05-28,第80期定時株主総会その他の電子提供措置事項（交付書面省略事項）,https://www2.jpx.co.jp/disc/13330/140120240527508907.pdf,2024,Japanese,13330,マルハニチロ
2024-05-28,The 80th Ordinary General Meeting of Shareholders Other Matters Subject to Measures for Electronic Provision,https://www2.jpx.co.jp/disc/13330/140120240527508909.pdf,2024,Japanese,13330,マルハニチロ
2024-05-28,Notice of the 80th Ordinary General Meeting of Shareholders,https://www2.jpx.co.jp/disc/13330/140120240527508908.pdf,2024,English,13330,マルハニチロ
2023-05-30,Notice of the 79th Ordinary General Meeting of Shareholders,https://www2.jpx.co.jp/disc/13330/140120230529586740.pdf,2023,English,13330,マルハニチロ
2023-05-30,第79期定時株主総会その他の電子提供措置事項（交付書面省略事項）,https://www2.jpx.co.jp/disc/13330/140120230529586739.pdf,2023,Japanese,13330,マルハニチロ
2023-05-30,第79期定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/13330/140120230529586738.pdf,2023,Japanese,13330,マルハニチロ
2022-05-31,Notice of the 78th Ordinary General Meeting of Shareholders,https://www2.jpx.co.jp/disc/13330/140120220530563267.pdf,2022,English,13330,マルハニチロ
2022-05-31,第78期定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/13330/140120220530563265.pdf,2022,Japanese,13330,マルハニチロ
2022-05-31,第78期定時株主総会招集ご通知に際してのインターネット開示事項,https://www2.jpx.co.jp/disc/13330/140120220530563266.pdf,2022,Japanese,13330,マルハニチロ
2021-05-25,Notice of the 77th Ordinary General Meeting of Shareholders,https://www2.jpx.co.jp/disc/13330/140120210524426725.pdf,2021,English,13330,マルハニチロ
2021-05-25,第77期定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/13330/140120210524426723.pdf,2021,Japanese,13330,マルハニチロ
2021-05-25,第77期定時株主総会招集ご通知に際してのインターネット開示事項,https://www2.jpx.co.jp/disc/13330/140120210524426724.pdf,2021,Japanese,13330,マルハニチロ
2020-06-25,Updated Notice of the 76th Ordinary General Meeting of shareholders,https://www2.jpx.co.jp/disc/13330/140120200624450453.pdf,2020,English,13330,マルハニチロ
2020-06-25,「第76期定時株主総会招集ご通知」の一部修正について,https://www2.jpx.co.jp/disc/13330/140120200624450452.pdf,2020,Japanese,13330,マルハニチロ
2020-06-04,Notice of the 76th Ordinary General Meeting of shareholders,https://www2.jpx.co.jp/disc/13330/140120200601431611.pdf,2020,English,13330,マルハニチロ
2020-06-04,第76期定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/13330/140120200601431609.pdf,2020,Japanese,13330,マルハニチロ
2020-06-04,第76期定時株主総会招集ご通知に際してのインターネット開示事項,https://www2.jpx.co.jp/disc/13330/140120200601431610.pdf,2020,Japanese,13330,マルハニチロ
2024-09-02,Informational Materials for the 17th Annual General Meeting of Shareholders,https://www2.jpx.co.jp/disc/14140/140120240829578437.pdf,2024,Japanese,14140,ショーボンドホールディングス
2024-09-02,NOTICE OF THE 17TH ANNUAL GENERAL MEETING OF SHAREHOLDERS,https://www2.jpx.co.jp/disc/14140/140120240829578436.pdf,2024,English,14140,ショーボンドホールディングス
2024-09-02,第17回定時株主総会資料（電子提供措置事項のうち法令及び定款に基づく書面交付請求による交付書面に記載しない事項）,https://www2.jpx.co.jp/disc/14140/140120240829578435.pdf,2024,Japanese,14140,ショーボンドホールディングス
2024-09-02,第17回定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/14140/140120240829578434.pdf,2024,Japanese,14140,ショーボンドホールディングス
2023-09-01,Informational Materials for the 16th Annual General Meeting of Shareholders,https://www2.jpx.co.jp/disc/14140/140120230831548782.pdf,2023,Japanese,14140,ショーボンドホールディングス
2023-09-01,NOTICE OF THE 16TH ANNUAL GENERAL MEETING OF SHAREHOLDERS,https://www2.jpx.co.jp/disc/14140/140120230831548781.pdf,2023,English,14140,ショーボンドホールディングス
2023-09-01,第16回定時株主総会資料（電子提供措置事項のうち法令及び定款に基づく書面交付請求による交付書面に記載しない事項）,https://www2.jpx.co.jp/disc/14140/140120230831548780.pdf,2023,Japanese,14140,ショーボンドホールディングス
2023-09-01,第16回定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/14140/140120230831548779.pdf,2023,Japanese,14140,ショーボンドホールディングス
2022-09-02,第15回定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/14140/140120220831526579.pdf,2022,Japanese,14140,ショーボンドホールディングス
2022-09-02,第15回定時株主総会招集ご通知に際してのインターネット開示事項,https://www2.jpx.co.jp/disc/14140/140120220831526580.pdf,2022,Japanese,14140,ショーボンドホールディングス
2021-09-03,第14回定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/14140/140120210831492104.pdf,2021,Japanese,14140,ショーボンドホールディングス
2021-09-03,第14回定時株主総会招集ご通知に際してのインターネット開示事項,https://www2.jpx.co.jp/disc/14140/140120210831492105.pdf,2021,Japanese,14140,ショーボンドホールディングス
2020-09-01,第13回定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/14140/140120200828486727.pdf,2020,Japanese,14140,ショーボンドホールディングス
2020-09-01,第13回定時株主総会招集ご通知におけるインターネット開示情報,https://www2.jpx.co.jp/disc/14140/140120200828486728.pdf,2020,Japanese,14140,ショーボンドホールディングス
2024-05-31,NOTICE OF THE 14TH ORDINARY GENERAL MEETING OF SHAREHOLDERS,https://www2.jpx.co.jp/disc/14170/140120240530515284.pdf,2024,English,14170,ミライト・ワン
2024-05-31,第14回定時株主総会 その他の電子提供措置事項（交付書面省略事項）,https://www2.jpx.co.jp/disc/14170/140120240530515283.pdf,2024,Japanese,14170,ミライト・ワン
2024-05-31,第14回定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/14170/140120240530515282.pdf,2024,Japanese,14170,ミライト・ワン
2023-07-06,(再訂正版)2023年定時株主総会招集通知及び株主総会資料,https://www2.jpx.co.jp/disc/14170/140120230705518280.pdf,2023,Japanese,14170,ミライト・ワン
2023-07-06,2023年定時株主総会招集通知及び株主総会資料の一部訂正について,https://www2.jpx.co.jp/disc/14170/140120230705518281.pdf,2023,Japanese,14170,ミライト・ワン
2023-06-23,(訂正版)2023年定時株主総会招集通知及び株主総会資料,https://www2.jpx.co.jp/disc/14170/140120230622509021.pdf,2023,Japanese,14170,ミライト・ワン
2023-06-23,2023年定時株主総会招集通知及び株主総会資料の一部訂正について,https://www2.jpx.co.jp/disc/14170/140120230622509022.pdf,2023,Japanese,14170,ミライト・ワン
2023-06-15,Notice of Convocation Annual General Meeting 2023,https://www2.jpx.co.jp/disc/14170/140120230614503793.pdf,2023,Japanese,14170,ミライト・ワン
2023-06-01,2023年定時株主総会招集通知及び株主総会資料,https://www2.jpx.co.jp/disc/14170/140120230531590910.pdf,2023,Japanese,14170,ミライト・ワン
2022-06-09,Notice of Convocation Annual General Meeting 2022,https://www2.jpx.co.jp/disc/14170/140120220608575042.pdf,2022,Japanese,14170,ミライト・ワン
2022-05-20,2022年定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/14170/140120220519552486.pdf,2022,Japanese,14170,ミライト・ワン
2022-05-20,2022年定時株主総会招集ご通知（インターネット開示事項）,https://www2.jpx.co.jp/disc/14170/140120220519552488.pdf,2022,Japanese,14170,ミライト・ワン
2022-05-20,2022年定時株主総会報告書,https://www2.jpx.co.jp/disc/14170/140120220519552487.pdf,2022,Japanese,14170,ミライト・ワン
2021-06-09,Notice of Convocation Annual General Meeting 2021,https://www2.jpx.co.jp/disc/14170/140120210608444291.pdf,2021,Japanese,14170,ミライト・ワン
2021-05-27,2021年定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/14170/140120210526429391.pdf,2021,Japanese,14170,ミライト・ワン
2021-05-27,2021年定時株主総会招集ご通知（インターネット開示事項）,https://www2.jpx.co.jp/disc/14170/140120210526429392.pdf,2021,Japanese,14170,ミライト・ワン
2020-06-03,Notice of Convocation Annual General Meeting 2020,https://www2.jpx.co.jp/disc/14170/140120200602433924.pdf,2020,Japanese,14170,ミライト・ワン
2020-05-27,2020年定時株主総会招集通知,https://www2.jpx.co.jp/disc/14170/140120200526424765.pdf,2020,Japanese,14170,ミライト・ワン
2020-05-27,2020年定時株主総会招集通知（インターネット開示事項）,https://www2.jpx.co.jp/disc/14170/140120200526424766.pdf,2020,Japanese,14170,ミライト・ワン
2025-03-21,(Revised)Notice of Convocation Annual General Meeting 2025 and Meeting Materials,https://www2.jpx.co.jp/disc/16050/140120250319596800.pdf,2025,Japanese,16050,ＩＮＰＥＸ
2025-03-21,Partial Amendments to the Notice and Materials of the Ordinary General Meeting of Shareholders,https://www2.jpx.co.jp/disc/16050/140120250319596801.pdf,2025,Japanese,16050,ＩＮＰＥＸ
2025-03-21,（訂正）2025年定時株主総会招集通知及び株主総会資料,https://www2.jpx.co.jp/disc/16050/140120250319596798.pdf,2025,Japanese,16050,ＩＮＰＥＸ
2025-03-21,「定時株主総会招集ご通知及び株主総会資料」の一部修正について,https://www2.jpx.co.jp/disc/16050/140120250319596799.pdf,2025,Japanese,16050,ＩＮＰＥＸ
2025-02-27,2025年定時株主総会招集通知及び株主総会資料,https://www2.jpx.co.jp/disc/16050/140120250226582894.pdf,2025,Japanese,16050,ＩＮＰＥＸ
2025-02-27,Notice of Convocation Annual General Meeting 2025 and Meeting Materials,https://www2.jpx.co.jp/disc/16050/140120250226582895.pdf,2025,Japanese,16050,ＩＮＰＥＸ
2024-03-13,(Revised) Notice of Convocation Annual General Meeting 2024 and Meeting Materials,https://www2.jpx.co.jp/disc/16050/140120240312552290.pdf,2024,Japanese,16050,ＩＮＰＥＸ
2024-03-13,Partial Amendments to the Notice and Materials of the Ordinary General Meeting of Shareholders,https://www2.jpx.co.jp/disc/16050/140120240312552291.pdf,2024,Japanese,16050,ＩＮＰＥＸ
2024-03-13,（訂正）2024年定時株主総会招集通知及び株主総会資料,https://www2.jpx.co.jp/disc/16050/140120240312552288.pdf,2024,Japanese,16050,ＩＮＰＥＸ
2024-03-13,「定時株主総会招集ご通知及び株主総会資料」の一部修正について,https://www2.jpx.co.jp/disc/16050/140120240312552289.pdf,2024,Japanese,16050,ＩＮＰＥＸ
2024-02-26,Notice of Convocation Annual General Meeting 2024 and Meeting Materials,https://www2.jpx.co.jp/disc/16050/140120240222541902.pdf,2024,Japanese,16050,ＩＮＰＥＸ
2024-02-26,2024年定時株主総会招集通知及び株主総会資料,https://www2.jpx.co.jp/disc/16050/140120240222541901.pdf,2024,Japanese,16050,ＩＮＰＥＸ
2023-02-27,2023年定時株主総会招集通知及び株主総会資料,https://www2.jpx.co.jp/disc/16050/140120230224518109.pdf,2023,Japanese,16050,ＩＮＰＥＸ
2023-02-27,Notice of Convocation Annual General Meeting 2023 and Meeting Materials,https://www2.jpx.co.jp/disc/16050/140120230224518110.pdf,2023,Japanese,16050,ＩＮＰＥＸ
2022-02-24,2022年定時株主総会招集通知,https://www2.jpx.co.jp/disc/16050/140120220223594537.pdf,2022,Japanese,16050,ＩＮＰＥＸ
2022-02-24,2022年定時株主総会招集通知 インターネット開示事項,https://www2.jpx.co.jp/disc/16050/140120220223594538.pdf,2022,Japanese,16050,ＩＮＰＥＸ
2022-02-24,Internet Disclosure Accompanying the Notice of Convocation Annual General Meeting 2022,https://www2.jpx.co.jp/disc/16050/140120220223594540.pdf,2022,Japanese,16050,ＩＮＰＥＸ
2022-02-24,Notice of Convocation Annual General Meeting 2022,https://www2.jpx.co.jp/disc/16050/140120220223594539.pdf,2022,Japanese,16050,ＩＮＰＥＸ
2021-02-24,2021年定時株主総会招集通知,https://www2.jpx.co.jp/disc/16050/140120210222468109.pdf,2021,Japanese,16050,ＩＮＰＥＸ
2021-02-24,2021年定時株主総会招集通知 インターネット開示事項,https://www2.jpx.co.jp/disc/16050/140120210222468110.pdf,2021,Japanese,16050,ＩＮＰＥＸ
2021-02-24,Internet Disclosure Accompanying the Notice of Convocation Annual General Meeting 2021,https://www2.jpx.co.jp/disc/16050/140120210222468112.pdf,2021,Japanese,16050,ＩＮＰＥＸ
2021-02-24,Notice of Convocation Annual General Meeting 2021,https://www2.jpx.co.jp/disc/16050/140120210222468111.pdf,2021,Japanese,16050,ＩＮＰＥＸ
2024-05-30,2024年定時株主総会その他の電子提供措置事項（交付書面省略事項）,https://www2.jpx.co.jp/disc/17210/140120240529512508.pdf,2024,Japanese,17210,コムシスホールディングス
2024-05-30,Notice of Convocation Annual General Meeting 2024,https://www2.jpx.co.jp/disc/17210/140120240529512509.pdf,2024,Japanese,17210,コムシスホールディングス
2024-05-30,2024年定時株主総会招集通知及び株主総会資料,https://www2.jpx.co.jp/disc/17210/140120240529512507.pdf,2024,Japanese,17210,コムシスホールディングス
2023-06-01,2023年定時株主総会その他の電子提供措置事項（交付書面省略事項）,https://www2.jpx.co.jp/disc/17210/140120230531590545.pdf,2023,Japanese,17210,コムシスホールディングス
2023-06-01,2023年定時株主総会招集通知及び株主総会資料,https://www2.jpx.co.jp/disc/17210/140120230531590536.pdf,2023,Japanese,17210,コムシスホールディングス
2023-06-01,Notice of Convocation Annual General Meeting 2023,https://www2.jpx.co.jp/disc/17210/140120230531590547.pdf,2023,Japanese,17210,コムシスホールディングス
2022-06-03,2022年定時株主総会招集通知_インターネット開示事項,https://www2.jpx.co.jp/disc/17210/140120220602568667.pdf,2022,Japanese,17210,コムシスホールディングス
2022-06-03,Notice of Convocation Annual General Meeting 2022,https://www2.jpx.co.jp/disc/17210/140120220602568668.pdf,2022,Japanese,17210,コムシスホールディングス
2022-06-03,2022年定時株主総会招集通知,https://www2.jpx.co.jp/disc/17210/140120220602568666.pdf,2022,Japanese,17210,コムシスホールディングス
2022-06-01,2022年定時株主総会招集通知,https://www2.jpx.co.jp/disc/17210/140120220531565287.pdf,2022,Japanese,17210,コムシスホールディングス
2022-06-01,2022年定時株主総会招集通知_インターネット開示事項,https://www2.jpx.co.jp/disc/17210/140120220531565288.pdf,2022,Japanese,17210,コムシスホールディングス
2021-06-03,Notice of Convocation Annual General Meeting 2021,https://www2.jpx.co.jp/disc/17210/140120210602438483.pdf,2021,Japanese,17210,コムシスホールディングス
2021-06-01,2021年定時株主総会招集通知,https://www2.jpx.co.jp/disc/17210/140120210528433704.pdf,2021,Japanese,17210,コムシスホールディングス
2021-06-01,2021年定時株主総会招集通知_インターネット開示事項,https://www2.jpx.co.jp/disc/17210/140120210528433705.pdf,2021,Japanese,17210,コムシスホールディングス
2020-06-04,Notice of Convocation Annual General Meeting 2020,https://www2.jpx.co.jp/disc/17210/140120200603435232.pdf,2020,Japanese,17210,コムシスホールディングス
2020-05-29,2020年定時株主総会招集通知,https://www2.jpx.co.jp/disc/17210/140120200527425739.pdf,2020,Japanese,17210,コムシスホールディングス
2020-05-29,2020年定時株主総会招集通知_インターネット開示事項,https://www2.jpx.co.jp/disc/17210/140120200527425740.pdf,2020,Japanese,17210,コムシスホールディングス
2025-05-25,Business Report for the 165th General Meeting of Shareholders,https://www2.jpx.co.jp/disc/18010/140120250523564298.pdf,2025,Japanese,18010,大成建設
2025-05-25,Other matters to be provided through measures for the electronic provision for the 165th General Meeting of Shareholders(The matters for which the del,https://www2.jpx.co.jp/disc/18010/140120250523564299.pdf,2025,Japanese,18010,大成建設
2025-05-25,第165回事業報告書（交付書面）,https://www2.jpx.co.jp/disc/18010/140120250523564295.pdf,2025,Japanese,18010,大成建設
2025-05-25,第165回定時株主総会その他の電子提供措置事項（交付書面省略事項）,https://www2.jpx.co.jp/disc/18010/140120250523564296.pdf,2025,Japanese,18010,大成建設
2025-05-25,第165回定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/18010/140120250523564294.pdf,2025,Japanese,18010,大成建設
2025-05-25,Notice of the 165th General Meeting of Shareholders,https://www2.jpx.co.jp/disc/18010/140120250523564297.pdf,2025,English,18010,大成建設
2024-06-21,NOTICE OF THE RESOLUTIONS AT THE 164th GENERAL MEETING OF SHAREHOLDERS,https://www2.jpx.co.jp/disc/18010/140120240620532957.pdf,2024,English,18010,大成建設
2024-06-21,第164回定時株主総会決議ご通知,https://www2.jpx.co.jp/disc/18010/140120240620532956.pdf,2024,Japanese,18010,大成建設
2024-05-24,第164回事業報告書（交付書面）,https://www2.jpx.co.jp/disc/18010/140120240523506050.pdf,2024,Japanese,18010,大成建設
2024-05-24,第164回定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/18010/140120240523506103.pdf,2024,Japanese,18010,大成建設
2024-05-24,第164回定時株主総会その他電子提供措置事項（交付書面省略事項）,https://www2.jpx.co.jp/disc/18010/140120240523506051.pdf,2024,Japanese,18010,大成建設
2024-05-24,Business Report of the 164th General Meeting of Shareholders,https://www2.jpx.co.jp/disc/18010/140120240523506104.pdf,2024,Japanese,18010,大成建設
2024-05-24,Other matters to be provided through measures for the electronic provision for the 164th Regular General Meeting of Shareholders (The matters for whic,https://www2.jpx.co.jp/disc/18010/140120240523506054.pdf,2024,Japanese,18010,大成建設
2024-05-24,Notice of the 164th General Meeting of Shareholders,https://www2.jpx.co.jp/disc/18010/140120240523506052.pdf,2024,English,18010,大成建設
2023-06-28,Notice of the Resolutions at the 163rd General Meeting of Shareholders,https://www2.jpx.co.jp/disc/18010/140120230627512061.pdf,2023,English,18010,大成建設
2023-06-28,第163回定時株主総会決議ご通知,https://www2.jpx.co.jp/disc/18010/140120230627512060.pdf,2023,Japanese,18010,大成建設
2023-05-26,Other matters to be provided through measures for the electronic provision for the 163rd Regular General Meeting of Shareholders,https://www2.jpx.co.jp/disc/18010/140120230525581973.pdf,2023,Japanese,18010,大成建設
2023-05-26,Notice of the 163rd General Meeting of Shareholders,https://www2.jpx.co.jp/disc/18010/140120230525581971.pdf,2023,English,18010,大成建設
2023-05-26,Business Report of the 163rd,https://www2.jpx.co.jp/disc/18010/140120230525581972.pdf,2023,Japanese,18010,大成建設
2023-05-25,第163回事業報告書（交付書面）,https://www2.jpx.co.jp/disc/18010/140120230524581059.pdf,2023,Japanese,18010,大成建設
2023-05-25,第163回定時株主総会その他電子提供措置事項（交付書面省略事項）,https://www2.jpx.co.jp/disc/18010/140120230524581060.pdf,2023,Japanese,18010,大成建設
2023-05-25,第163回定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/18010/140120230524581058.pdf,2023,Japanese,18010,大成建設
2022-05-25,"Disclosure through the Internet relating to ""Notice of the 162nd General Meeting of Shareholders""",https://www2.jpx.co.jp/disc/18010/140120220524556293.pdf,2022,English,18010,大成建設
2022-05-25,Notice of the 162nd General Meeting of Shareholders,https://www2.jpx.co.jp/disc/18010/140120220524556292.pdf,2022,English,18010,大成建設
2022-05-25,第162回定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/18010/140120220524556290.pdf,2022,Japanese,18010,大成建設
2022-05-25,第162回定時株主総会招集ご通知に際してのインターネット開示事項,https://www2.jpx.co.jp/disc/18010/140120220524556291.pdf,2022,Japanese,18010,大成建設
2021-05-27,Disclosure through the Internet relating to“ Notice of the 161st General Meeting of Shareholders”,https://www2.jpx.co.jp/disc/18010/140120210526429534.pdf,2021,English,18010,大成建設
2021-05-27,Notice of the 161st General Meeting of Shareholders,https://www2.jpx.co.jp/disc/18010/140120210526429533.pdf,2021,English,18010,大成建設
2021-05-27,第161回定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/18010/140120210526429531.pdf,2021,Japanese,18010,大成建設
2021-05-27,第161回定時株主総会招集ご通知に際してのインターネット開示事項,https://www2.jpx.co.jp/disc/18010/140120210526429532.pdf,2021,Japanese,18010,大成建設
2020-06-09,Disclosure through the Internet relating to Notice of the 160th General Meeting of Shareholders,https://www2.jpx.co.jp/disc/18010/140120200608439348.pdf,2020,English,18010,大成建設
2020-06-09,Notice of the 160th General Meeting of Shareholders,https://www2.jpx.co.jp/disc/18010/140120200608439347.pdf,2020,English,18010,大成建設
2020-05-26,第160回定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/18010/140120200525423745.pdf,2020,Japanese,18010,大成建設
2020-05-26,第160回定時株主総会招集ご通知に際してのインターネット開示事項,https://www2.jpx.co.jp/disc/18010/140120200525423746.pdf,2020,Japanese,18010,大成建設
2025-05-28,Notice of Convocation of the 121st Ordinary General Meeting of Shareholders,https://www2.jpx.co.jp/disc/18020/140120250527566937.pdf,2025,Japanese,18020,大林組
2025-05-28,第121回定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/18020/140120250527566935.pdf,2025,Japanese,18020,大林組
2025-05-28,第121回定時株主総会資料（書面交付請求による交付書面への記載を省略した事項）,https://www2.jpx.co.jp/disc/18020/140120250527566936.pdf,2025,Japanese,18020,大林組
2024-06-05,ISSレポートに対する当社の見解について,https://www2.jpx.co.jp/disc/18020/140120240604521376.pdf,2024,Japanese,18020,大林組
2024-06-05,OBAYASHI CORPORATION's Opinion on the ISS Report,https://www2.jpx.co.jp/disc/18020/140120240604521377.pdf,2024,Japanese,18020,大林組
2024-05-29,Notice of Convocation of the 120th Ordinary General Meeting of Shareholders,https://www2.jpx.co.jp/disc/18020/140120240528510106.pdf,2024,Japanese,18020,大林組
2024-05-29,第120回定時株主総会資料（書面交付請求による交付書面への記載を省略した事項）,https://www2.jpx.co.jp/disc/18020/140120240528510105.pdf,2024,Japanese,18020,大林組
2024-05-29,第120回定時株主総会招集ご通知,https://www2.jpx.co.jp/disc/18020/140120240528510104.pdf,2024,Japanese,18020,大林組
2023-06-10,ISSレポートに対する当社の見解について,https://www2.jpx.co.jp/disc/18020/140120230609500649.pdf,2023,Japanese,18020,大林組
2023-06-10,OBAYASHI CORPORATION's Opinion on the ISS Report,https://www2.jpx.co.jp/disc/18020/140120230609500903.pdf,2023,Japanese,18020,大林組
2023-06-09,ISSレポートに対する当社の見解について,https://www2.jpx.co.jp/disc/18020/140120230608599594.pdf,2023,Japanese,18020,大林組
